OPPORTUNITIES BY SALES STAGE



Results

Opportunity Name,Opportunity Amount,Sales Stage,Probability (%),Expected Close Date,assigned user id => Users User Name
"Wall Panel","Rs60,000.00","Closed Lost","0.00","31-12-2013","Mahendran"
"Instyle","Rs0.00","Closed Lost","0.00","04-12-2012","Mahendran"
"LWF-Basics,Bravo","Rs0.00","Closed Lost","0.00","04-12-2012","Mahendran"
"LWF-Adroit","Rs0.00","Closed Lost","0.00","04-12-2012","Mahendran"
"Lecture Hall and Chairman Room","Rs1,000,000.00","Closed Lost","0.00","23-10-2013","Mahendran"
"Sathya Sai Decors","Rs0.00","Closed Lost","0.00","10-01-2013","Mahendran"
"LWF Heritage","Rs100,000.00","Closed Lost","0.00","23-10-2013","Mahendran"
"Sivaraj Holiday Inn","Rs70,000.00","Closed Lost","0.00","10-06-2013","Mahendran"
"Woodstock - Deep Honey Sherwood Oak","Rs50,000.00","Closed Lost","0.00","31-12-2013","Mahendran"
"Namrata-accessories-rectification","Rs5,000.00","Closed Lost","0.00","30-06-2014","Mamatha"
"Mahi Mahesh","Rs20,000.00","Closed Lost","0.00","09-06-2014","Mamatha"
"Optima-ICU","Rs1,700,000.00","Closed Lost","0.00","07-10-2013","Mandeep"
"PVC","Rs250,000.00","Closed Lost","0.00","20-06-2013","Mandeep"
"Composite Deck","Rs200,000.00","Closed Lost","0.00","09-11-2013","Mandeep"
"Optima","Rs430,000.00","Closed Lost","0.00","02-07-2014","Mandeep"
"Oak Java Wenge","Rs550,000.00","Closed Lost","0.00","06-07-2013","Mandeep"
"IPE Tiles","Rs150,000.00","Closed Lost","0.00","05-02-2014","Mandeep"
"HE-Acczent Evolution Candy","Rs125,000.00","Closed Lost","0.00","15-11-2013","Mandeep"
"OWF-Composite Merbau Tiles","Rs75,000.00","Closed Lost","0.00","10-06-2014","Mandeep"
"WW-WALL TILES ESPRESSO GRAIN","Rs5,296.00","Closed Lost","0.00","15-11-2013","Mandeep"
"Antistatic-Vinyl","Rs700,000.00","Closed Lost","0.00","29-03-2014","Mandeep"
"LWF - Infinite Walnut","Rs130,000.00","Closed Lost","0.00","10-06-2014","Mandeep"
"Laminate/Optima/Profiles","Rs68,000.00","Closed Lost","0.00","14-09-2013","Mandeep"
"Wall cadding","Rs15,000.00","Closed Lost","0.00","14-09-2013","Mandeep"
"LF-WOODSTOCK DEEP HONEY","Rs30,000.00","Closed Lost","0.00","15-05-2014","Mandeep"
"SELF LEVELLING","Rs24,000.00","Closed Lost","0.00","20-06-2013","Mandeep"
"IPE Decking Tile smooth","Rs45,000.00","Closed Lost","0.00","23-08-2013","Mandeep"
"SWF-Strand Woven Bamboo","Rs480,000.00","Closed Lost","0.00","29-03-2014","Mandeep"
"OPTIMA 836/867/843/825","Rs800,000.00","Closed Lost","0.00","31-12-2013","Mandeep"
"Toro SC","Rs950,000.00","Closed Lost","0.00","10-06-2014","Mandeep"
"Eclipse SD","Rs300,000.00","Closed Lost","0.00","24-08-2013","Mandeep"
"LWF BASICS WALNUT","Rs40,000.00","Closed Lost","0.00","19-12-2013","Mandeep"
"LWF-Bravo","Rs120,000.00","Closed Lost","0.00","29-03-2014","Mandeep"
"EWF","Rs250,000.00","Closed Lost","0.00","26-02-2014","Mandeep"
"LWF-Cosy Brushed Oak","Rs25,000.00","Closed Lost","0.00","15-11-2013","Mandeep"
"Artificial Turf","Rs16,000.00","Closed Lost","0.00","14-09-2013","Mandeep"
"Self Leveling-Cancer OT Passage","Rs30,000.00","Closed Lost","0.00","23-08-2013","Mandeep"
"LWF-Bravo Brazilian Walnut","Rs35,000.00","Closed Lost","0.00","20-06-2013","Mandeep"
"OW -Ipe Flooring","Rs1,700,125.00","Closed Lost","0.00","19-09-2013","Mandeep"
"LF - WOODSTOCK GRAY MOCHA","Rs20,000.00","Closed Lost","0.00","29-03-2014","Mandeep"
"Self Leveling-Cancer OT","Rs80,000.00","Closed Lost","0.00","23-08-2013","Mandeep"
"EWF - Natural American Walnut","Rs80,000.00","Closed Lost","0.00","02-07-2014","Mandeep"
"TX-65-80","Rs150,000.00","Closed Lost","0.00","24-09-2013","Mandeep"
"WW-WALL TILES ESPRESSO GRAIN","Rs5,296.00","Closed Lost","0.00","15-11-2013","Mandeep"
"LWF","Rs100,000.00","Closed Lost","0.00","10-06-2014","Mandeep"
"Toro SC","Rs350,000.00","Closed Lost","0.00","24-08-2013","Mandeep"
"EWF/ Ipe Tile","Rs70,000.00","Closed Lost","0.00","31-08-2013","Mandeep"
"Lwf-Vintage Saddle brown Oak","Rs25,000.00","Closed Lost","0.00","29-04-2014","Mandeep"
"century croma","Rs18,000.00","Closed Lost","0.00","15-11-2013","Mandeep"
"SWF-Stand Woven Bamboo","Rs1,275,000.00","Closed Lost","0.00","10-06-2014","Mandeep"
"TX Excellence 65/80","Rs200,000.00","Closed Lost","0.00","10-06-2014","Mandeep"
"Optima","Rs75,000.00","Closed Lost","0.00","29-03-2014","Mandeep"
"LWF-Infinate Walnut","Rs40,000.00","Closed Lost","0.00","24-02-2014","Mandeep"
"PVC-Entrance OPD","Rs120,000.00","Closed Lost","0.00","23-08-2013","Mandeep"
"LWF-Laminart Patchwork Latte","Rs26,000.00","Closed Lost","0.00","16-12-2013","Mandeep"
"SELF LEVELLING","Rs70,000.00","Closed Lost","0.00","20-06-2013","Mandeep"
"PVC","Rs185,000.00","Closed Lost","0.00","29-03-2014","Mandeep"
"LWF-Cosy Casual","Rs23,000.00","Closed Lost","0.00","30-12-2013","Mandeep"
"Ruby-Citicorp EON Kharadi","Rs120,000.00","Closed Lost","0.00","03-06-2014","Mandeep"
"Grass Flooring","Rs25,000.00","Closed Lost","0.00","29-07-2013","Mandeep"
"LWF-Heritage","Rs40,000.00","Closed Lost","0.00","23-12-2013","Mandeep"
"Optima","Rs250,000.00","Closed Lost","0.00","29-03-2014","Mandeep"
"EWF","Rs250,000.00","Closed Lost","0.00","23-05-2014","Mandeep"
"LWF-Waltz Rosewood","Rs170,000.00","Closed Lost","0.00","24-02-2014","Mandeep"
"EWF-MERBAU 3 STRIPS","Rs190,000.00","Closed Lost","0.00","24-09-2013","Mandeep"
"Omnisports-Royal Blue","Rs200,000.00","Closed Lost","0.00","14-08-2013","Mandeep"
"Ruby, IPE Tiles","Rs100,000.00","Closed Lost","0.00","02-07-2014","Mandeep"
"LWF-Basic","Rs16,000.00","Closed Lost","0.00","29-10-2013","Mandeep"
"LWF-Basif Walnut & Basic Oak Plank","Rs150,000.00","Closed Lost","0.00","02-07-2014","Mandeep"
"LWF-Woodstock","Rs30,000.00","Closed Lost","0.00","30-12-2013","Mandeep"
"EWF-MERBAU 3 STRIPS","Rs450,000.00","Closed Lost","0.00","30-08-2013","Mandeep"
"Ecplise SD","Rs830,000.00","Closed Lost","0.00","10-06-2014","Mandeep"
"Omni Sports-3.45mm","Rs800,000.00","Closed Lost","0.00","23-12-2013","Mandeep"
"Optima","Rs320,000.00","Closed Lost","0.00","29-03-2014","Mandeep"
"Ecplise SD","Rs700,000.00","Closed Lost","0.00","29-03-2014","Mandeep"
"Basics Merbau","Rs72,600.00","Closed Lost","0.00","20-06-2013","Mandeep"
"Toro SC","Rs130,000.00","Closed Lost","0.00","02-07-2014","Mandeep"
"LF - HERITAGE FLORENCE","Rs90,000.00","Closed Lost","0.00","15-05-2014","Mandeep"
"LWF","Rs130,000.00","Closed Lost","0.00","09-11-2013","Mandeep"
"TORO SC 101- TILES","Rs150,000.00","Closed Lost","0.00","26-02-2014","Mandeep"
"LWF-Infinite Coffee Oak","Rs22,000.00","Closed Lost","0.00","24-09-2013","Mandeep"
"LWF-Basic Smoked Oak","Rs20,000.00","Closed Lost","0.00","23-05-2014","Mandeep"
"Sandeepa Arora","Rs20,000.00","Closed Lost","0.00","04-05-2013","Manoj"
"Stering Freight_Ruby_3755034 Faro 2 natural","Rs120,000.00","Closed Lost","0.00","12-08-2013","Manoj"
"LAB Architect-Delhi hotel OWF","Rs400,000.00","Closed Lost","0.00","06-07-2013","Manoj"
"Shailesh Shah","Rs200,000.00","Closed Lost","0.00","16-11-2013","Manoj"
"Mr.Amit Banka-EW-Borbon Oak","Rs170,000.00","Closed Lost","0.00","09-08-2013","Manoj"
"P C Jain And company","Rs25,000.00","Closed Lost","0.00","02-02-2013","Manoj"
"Kularia Industries-Basic","Rs300,000.00","Closed Lost","0.00","28-03-2014","Manoj"
"Smaaash Entertainment Pvt. Ltd_LWF Heritage","Rs180,000.00","Closed Lost","0.00","05-12-2013","Manoj"
"Dvvar Interiors Pvt.Ltd.-EW-Walnut Plank or Strand","Rs100,000.00","Closed Lost","0.00","04-06-2013","Manoj"
"Mrs.Nina Advani_ipe smooth tile","Rs15,000.00","Closed Lost","0.00","16-11-2013","Manoj"
"EW-OAK CARAMEL","Rs718,710.00","Closed Lost","0.00","28-03-2014","Manoj"
"Bhatia And Associates_LWF","Rs20,000.00","Closed Lost","0.00","16-11-2013","Manoj"
"SJK architects- SW-Oak plank","Rs120,000.00","Closed Lost","0.00","19-03-2013","Manoj"
"Kukreja House","Rs350,000.00","Closed Lost","0.00","19-01-2013","Manoj"
"Mr.Vijay Agarwal_EWF_Oak Grey","Rs150,000.00","Closed Lost","0.00","09-08-2013","Manoj"
"Bodh Architect_EWF","Rs225,000.00","Closed Lost","0.00","28-03-2014","Manoj"
"Classic Luminares Pvt. Ltd.","Rs45,000.00","Closed Lost","0.00","15-05-2013","Manoj"
"Fitness first-omnisport -Beech-6.5mm","Rs600,000.00","Closed Lost","0.00","11-03-2013","Manoj"
"ACG Real estate Pvt. Ltd.-EWF_Sapele plank.","Rs150,000.00","Closed Lost","0.00","09-08-2013","Manoj"
"Man Industries","Rs200,000.00","Closed Lost","0.00","26-11-2012","Manoj"
"R Raheja","Rs787,000.00","Closed Lost","0.00","12-08-2013","Manoj"
"Design Culture consultants pvt.ltd.-composite deck","Rs600,000.00","Closed Lost","0.00","09-08-2013","Manoj"
"EW-OAK GREY","Rs983,307.69","Closed Lost","0.00","28-03-2014","Manoj"
"I Dream Advisory services pvt.ltd","Rs25,000.00","Closed Lost","0.00","22-12-2012","Manoj"
"SJK-M/s. Neoteric Infomatique Ltd","Rs240,000.00","Closed Lost","0.00","07-02-2013","Manoj"
"Mrs.Vibha Mantri-Ipe Long Deck","Rs190,000.00","Closed Lost","0.00","26-11-2012","Manoj"
"Advani Hotels and Resorts-Selflevelling.","Rs105,714.00","Closed Lost","0.00","05-12-2013","Manoj"
"Classic Luminares Pvt. Ltd.","Rs15,000.00","Closed Lost","0.00","15-05-2013","Manoj"
"SGC design group-Artificial Turf","Rs160,000.00","Closed Lost","0.00","28-03-2014","Manoj"
"Daruwalla contractor_EW_teak plank","Rs110,000.00","Closed Lost","0.00","20-09-2013","Manoj"
"Tarun Jain","Rs600,000.00","Closed Lost","0.00","09-08-2013","Manoj"
"Mandviwala Qutub & Associates","Rs200,000.00","Closed Lost","0.00","17-12-2013","Manoj"
"Oberoi Realty Worli site-OWF-Ipe long deck mock up","Rs30,000.00","Closed Lost","0.00","01-03-2014","Manoj"
"Richa","Rs195,000.00","Closed Lost","0.00","15-05-2013","Manoj"
"Ranveer Oberoi-EW-Oak Grey profiles","Rs15,000.00","Closed Lost","0.00","19-03-2013","Manoj"
"Mr.Ajit Agarwal_Waltz Wenge","Rs2,600.00","Closed Lost","0.00","09-08-2013","Manoj"
"Future Group-sports flooring","Rs140,000.00","Closed Lost","0.00","19-12-2012","Manoj"
"Siddhivinayak Enterprise","Rs80,000.00","Closed Lost","0.00","15-05-2013","Manoj"
"Vikram Bhatt-LWF Mocha and Grey Mocha sherwood oak","Rs30,000.00","Closed Lost","0.00","28-03-2014","Manoj"
"Fitness First","Rs1,000,000.00","Closed Lost","0.00","11-03-2013","Manoj"
"Mr.Vijay Salvi_LWF_Heritage Chestnut","Rs60,000.00","Closed Lost","0.00","25-05-2013","Manoj"
"Ravi Jain Architects-Ipe tiles","Rs20,000.00","Closed Lost","0.00","19-03-2013","Manoj"
"TGB_LWF_Bravo Brazilian walnut","Rs20,000.00","Closed Lost","0.00","16-11-2013","Manoj"
"Mrs.Amrita_LWF","Rs30,000.00","Closed Lost","0.00","20-09-2013","Manoj"
"Bajaj Electrical LTD._EW-Oak winter","Rs150,000.00","Closed Lost","0.00","16-11-2013","Manoj"
"B K Interiors_Wills lifestyle inorbit Malad","Rs100,000.00","Closed Lost","0.00","09-08-2013","Manoj"
"I Dream Advisory services pvt ltd.","Rs11,000.00","Closed Lost","0.00","03-05-2013","Manoj"
"SGC Design group","Rs35,000.00","Closed Lost","0.00","22-12-2012","Manoj"
"Mrs.Asha Seth_LWF_Vintage Bergamo","Rs50,000.00","Closed Lost","0.00","21-08-2013","Manoj"
"Mr. Kohli","Rs15,000.00","Closed Lost","0.00","19-03-2013","Manoj"
"Ajit Shilpi Architect_Deepika","Rs50,000.00","Closed Lost","0.00","28-03-2014","Manoj"
"Oberoi International school - stage profiles.","Rs0.00","Closed Lost","0.00","22-12-2012","Manoj"
"Ecstasy Reality Pvt. Ltd.","Rs150,000.00","Closed Lost","0.00","07-02-2013","Manoj"
"Rustomjee construction","Rs95,000.00","Closed Lost","0.00","28-09-2012","Manoj"
"EW-OAK CHESTNUT","Rs706,471.88","Closed Lost","0.00","28-03-2014","Manoj"
"Somaya And Kalappa-Banga Residence","Rs150,000.00","Closed Lost","0.00","04-06-2013","Manoj"
"Mrs.Savita Parikh_LWF","Rs40,000.00","Closed Lost","0.00","21-08-2013","Manoj"
"Mrs.Ami Javeri-omnisport-uni teal or uni yellow","Rs60,000.00","Closed Lost","0.00","17-12-2013","Manoj"
"Walkwater(ADLABS Entertainment Ltd.)","Rs1,800,000.00","Closed Lost","0.00","03-05-2013","Manoj"
"Prozone Enterprises Pvt. Ltd.","Rs500,000.00","Closed Lost","0.00","07-02-2013","Manoj"
"Raisinh Jadeja_ipe long deck","Rs35,000.00","Closed Lost","0.00","04-06-2013","Manoj"
"Libra Engineering- Optima","Rs1,000,000.00","Closed Lost","0.00","28-03-2014","Manoj"
"Mr.Bhavin Gadhiya_omnisport beech 6.5mm","Rs120,000.00","Closed Lost","0.00","25-05-2013","Manoj"
"Optima855(Frank)","Rs42,000.00","Closed Lost","0.00","30-03-2013","Nagaraj"
"Sumo Temple View & Sumo Saga","Rs360,000.00","Closed Lost","0.00","12-07-2013","Nagaraj"
"SWF/EWF (Kodanadaram)","Rs250,000.00","Closed Lost","0.00","13-06-2013","Nagaraj"
"Optima 855(Frank)","Rs38,961.97","Closed Lost","0.00","03-05-2013","Nagaraj"
"Kharidi Jwellers LWF","Rs30,000.00","Closed Lost","0.00","17-04-2013","Nagaraj"
"Prayatna (Oak Plank)","Rs151,584.59","Closed Lost","0.00","13-06-2013","Nagaraj"
"Mantri Pinnacle","Rs4,500,000.00","Closed Lost","0.00","11-01-2013","Nagaraj"
"Gurudatt(LWF-Cosy 832-Modern Wenge)","Rs120,000.00","Closed Lost","0.00","13-05-2014","Nagaraj"
"Optima-857 Adcock New Order","Rs290,000.00","Closed Lost","0.00","12-07-2013","Nagaraj"
"Pragrup-LWF (Arya Project)","Rs350,000.00","Closed Lost","0.00","18-06-2013","Nagaraj"
"Chisel Interior","Rs9,900,000.00","Closed Lost","0.00","25-03-2013","Nagaraj"
"Swimming Pool(Mr.Umesh Reddy)","Rs275,000.00","Closed Lost","0.00","12-07-2013","Nagaraj"
"Ramashree-Home Theatre","Rs60,000.00","Closed Lost","0.00","17-04-2013","Nagaraj"
"Citizen Co-Operative Bank(LWF)","Rs75,000.00","Closed Lost","0.00","30-03-2013","Nagaraj"
"Mr.Hanumathaih(LWF-Legacy Oak)","Rs30,000.00","Closed Lost","0.00","13-05-2014","Nagaraj"
"SWF-BLACK WALNUT 2- STRIPS","Rs80,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-INFINITE HONEY OAK/ WALNUT","Rs20,900.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-INFINITE COFFEE OAK","Rs42,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"lwf-wlatz coffee oak","Rs25,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-WALTZ COFFEE OAK","Rs17,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-BASIC-OAK PLANK WHITE","Rs76,400.00","Closed Lost","0.00","31-12-2013","Nisha"
"WALL-WALL TILES ESPRESSO GRAIN","Rs65,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-COSY-BRUSHED OAK 2","Rs30,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF CHURCH DARK CHATEAU","Rs200,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"HE-ACCZ EXC 70 RUBY-DOMINGO","Rs28,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-CASUAL-OLD WORLD WALNUT","Rs50,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-WALTZ-COFFEE OAK","Rs21,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-TOBACCO SHERWOOD OAK","Rs34,000.00","Closed Lost","0.00","05-10-2013","Nisha"
"LWF-COSY-BRUSHED OAK","Rs28,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-BASIC -WALNUT","Rs90,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"OWF-IPE LONG DECK(SMOOTH)","Rs2,200,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-VINTAGE-SADDLE BROWN OAK / DECK TILE RIBBED","Rs148,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-WALTZ-RECLAIMED PINE","Rs53,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-VINTAGE SADDLE BROWN OAK","Rs77,000.00","Closed Lost","0.00","17-08-2013","Nisha"
"lwf-mocha sherwood oak","Rs78,000.00","Closed Lost","0.00","07-01-2014","Nisha"
"lwf matching","Rs2,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-INFINITE HONEY OAK","Rs40,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-TOBACCO SHERWOOD OAK","Rs78,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"OW-COMPOSITE OUTDOOR DECKING WENGE","Rs30,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-INFINITE HONEY OAK","Rs40,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"EWF-OAK COFFEE BRUSHED","Rs135,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"LWF-COSY-BRUSHED OAK","Rs70,000.00","Closed Lost","0.00","31-12-2013","Nisha"
"EWF Oak java/Caramel","Rs250,000.00","Closed Lost","0.00","02-11-2012","Niyaz"
"LWF MOCHA SHERWOOD OAK 11BX","Rs25,800.00","Closed Lost","0.00","24-12-2012","Niyaz"
"Pramay Enterprises","Rs25,000.00","Closed Lost","0.00","25-09-2012","Niyaz"
"EWF Salsa Walnut 3 stripes","Rs120,000.00","Closed Lost","0.00","24-12-2012","Niyaz"
"Basic Oak Plank Dark","Rs20,000.00","Closed Lost","0.00","25-09-2012","Niyaz"
"Hind sales","Rs1,200,000.00","Closed Lost","0.00","03-09-2012","Niyaz"
"chandan ply","Rs100,000.00","Closed Lost","0.00","14-09-2012","Niyaz"
"BASICS LAGACY OAK 3 BX","Rs5,000.00","Closed Lost","0.00","21-08-2013","Niyaz"
"kohinoor sales Corporation","Rs150,000.00","Closed Lost","0.00","25-09-2012","Niyaz"
"Designers hub","Rs250,000.00","Closed Lost","0.00","14-09-2012","Niyaz"
"Designers hub","Rs300,000.00","Closed Lost","0.00","21-08-2013","Niyaz"
"Kalika Tiles & Ceramics","Rs800,000.00","Closed Lost","0.00","14-09-2012","Niyaz"
"Gym floor","Rs200,000.00","Closed Lost","0.00","24-12-2012","Niyaz"
"Mavenir","Rs100,000.00","Closed Lost","10.00","15-11-2011","prakash"
"Hospital-Mysore","Rs1,400,000.00","Closed Lost","0.00","22-02-2012","prakash"
"Biocon Research Ltd","Rs450,000.00","Closed Lost","0.00","21-05-2012","prakash"
"Bosch","Rs800,000.00","Closed Lost","0.00","10-11-2011","prakash"
"BMax Hosp","Rs600,000.00","Closed Lost","0.00","15-11-2011","prakash"
"Travel Bazaar(Waltz-Rosewood)","Rs160,000.00","Closed Lost","0.00","13-02-2013","Prakashs"
"NAL-CSIR 800","Rs150,000.00","Closed Lost","0.00","12-07-2013","Prakashs"
"Adarsh Developers","Rs100,000.00","Closed Lost","0.00","12-07-2013","Prakashs"
"VMD Studio","Rs30,000.00","Closed Lost","0.00","12-07-2013","Prakashs"
"Ruby","Rs100,000.00","Closed Lost","0.00","05-11-2013","Prakashs"
"Vinyl Flooring(Gym Area)","Rs75,000.00","Closed Lost","0.00","18-06-2013","Prakashs"
"Crystal Decor Vinyl Show room","Rs30,000.00","Closed Lost","0.00","13-05-2014","Prakashs"
"Kavita Jayaram(Jungle832-Burma Teak)","Rs30,000.00","Closed Lost","0.00","02-03-2013","Prakashs"
"Bagmane Group(Composite Wood)","Rs450,000.00","Closed Lost","0.00","12-07-2013","Prakashs"
"LWf - Cosy","Rs200,000.00","Closed Lost","0.00","13-05-2014","Prakashs"
"Palm Retreat","Rs100,000.00","Closed Lost","0.00","05-11-2013","Prakashs"
"Ajit Singh Decking","Rs30,500.00","Closed Lost","0.00","31-07-2013","Prakashs"
"Marbau Plank(Prayatna)","Rs250,000.00","Closed Lost","0.00","17-04-2013","Prakashs"
"Crystal Decor Basic","Rs10,000.00","Closed Lost","0.00","13-05-2014","Prakashs"
"Mr.Vasudev Rao(Bravo-Palisades Walnut)","Rs90,000.00","Closed Lost","0.00","10-12-2013","Prakashs"
"Legassy Oak/Mocha sherwood-Ostium Arch.","Rs130,000.00","Closed Lost","0.00","23-01-2013","Prakashs"
"Clement SWF","Rs100,000.00","Closed Lost","0.00","21-10-2013","Prakashs"
"Thirtharaj LWF","Rs40,000.00","Closed Lost","0.00","18-05-2013","Prakashs"
"Sundaram Accessories","Rs20,000.00","Closed Lost","0.00","21-10-2013","Prakashs"
"Cable Car(LWF-Flame Sycamore)","Rs50,000.00","Closed Lost","0.00","13-06-2013","Prakashs"
"Golden Gate Properties Ltd","Rs580,000.00","Closed Lost","0.00","13-06-2013","Prakashs"
"Tamanna(EWF)","Rs300,000.00","Closed Lost","0.00","13-05-2014","Prakashs"
"Basic-Oak Plank-Nagarabhavi","Rs30,000.00","Closed Lost","0.00","08-11-2012","Prakashs"
"QSP LWF","Rs40,000.00","Closed Lost","0.00","31-07-2013","Prakashs"
"Kannan","Rs50,000.00","Closed Lost","0.00","05-11-2013","Prakashs"
"Punnet Sports","Rs40,000.00","Closed Lost","0.00","10-12-2013","Prakashs"
"Composite Deck flooring(Swimming Pool)","Rs250,000.00","Closed Lost","0.00","30-03-2013","Prakashs"
"Tamara Granery","Rs100,000.00","Closed Lost","0.00","10-12-2013","Prakashs"
"Novel Infra Toro Sc","Rs0.00","Closed Lost","0.00","20-09-2013","Prakashs"
"Deck Flooring","Rs270,000.00","Closed Lost","0.00","06-02-2014","Prakashs"
"Satya(LWF)","Rs120,000.00","Closed Lost","0.00","18-06-2013","Prakashs"
"Dr.Sunita","Rs1,900,000.00","Closed Lost","0.00","17-04-2013","Prakashs"
"LWF - Teak 3 strip","Rs40,000.00","Closed Lost","0.00","27-02-2014","Prakashs"
"Gold&#039;s Gym LWF","Rs10,000.00","Closed Lost","0.00","15-11-2013","Prakashs"
"Tobaco Sherwood","Rs50,000.00","Closed Lost","0.00","27-11-2013","Prakashs"
"Legacy Oak & Teak Plank- Longitude","Rs120,000.00","Closed Lost","0.00","01-04-2013","Prakashs"
"Hanumanthappa LWF","Rs45,000.00","Closed Lost","0.00","31-07-2013","Prakashs"
"Paramount-Club House","Rs640,000.00","Closed Lost","0.00","17-04-2013","Prakashs"
"Orhid Association","Rs30,000.00","Closed Lost","0.00","13-07-2013","Prakashs"
"LWF Basics(Sumo Properties)","Rs250,000.00","Closed Lost","0.00","17-04-2013","Prakashs"
"C & C Architect","Rs150,000.00","Closed Lost","0.00","05-11-2013","Prakashs"
"O2 Spaces","Rs300,000.00","Closed Lost","0.00","13-07-2013","Prakashs"
"Ashok Interiors","Rs8,000.00","Closed Lost","0.00","31-07-2013","Prakashs"
"Mrs.Sagarika(Repair Work)","Rs15,000.00","Closed Lost","0.00","12-07-2013","Prakashs"
"Artificial Turf(Sarayu Eng)","Rs250,000.00","Closed Lost","0.00","12-07-2013","Prakashs"
"6 lanes Track","Rs0.00","Closed Lost","0.00","28-01-2013","pramods"
"Gold Gym Vinyl Requirement","Rs1,000,000.00","Closed Lost","0.00","13-05-2014","pramods"
"Tapiflex Vinyl flooring","Rs150,000.00","Closed Lost","0.00","13-05-2014","pramods"
"Sports Vinyl flooring for PEGA SYSTEMS","Rs200,000.00","Closed Lost","0.00","30-04-2012","pramods"
"Solid Wood requirement for Wells fargo","Rs2,000,000.00","Closed Lost","0.00","13-05-2014","pramods"
"Gym Flooring for Gym","Rs200,000.00","Closed Lost","0.00","13-05-2014","pramods"
"Badminton Court requirment","Rs250,000.00","Closed Lost","0.00","13-05-2014","pramods"
"Requirement for Outdoor GreenSet Basketball Court","Rs300,000.00","Closed Lost","0.00","13-05-2014","pramods"
